DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率,参考线改进后算法整体错误率,总个数,pderl误差数量,optrl误差数量,可视率,精度增量
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.15930556,28.07013889,14.02200429,278.1999645,4090,0.309641575,6.78E-05,14759,4570,1,0.869638864,0.309573819
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6345833,34.22041667,7.382953757,277.9212389,3730,0.30549038,6.70E-05,14917,4557,1,0.876851914,0.305423342
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0343056,34.05902778,34.45356552,270.2743326,630,0.307692308,0.004591368,14157,4356,65,0.826022462,0.303100939
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.9648611,34.28125,22.45834489,272.3055112,2570,0.304386812,0.001655401,14498,4413,24,0.850875983,0.302731411
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4323611,34.65652778,14.60921137,274.6638656,3570,0.30260015,6.82E-05,14653,4434,1,0.86453286,0.302531905
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48708333,28.73486111,2.880654896,276.3620273,2150,0.303309677,0.000795914,15077,4573,12,0.879352656,0.302513763
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.92125,28.08041667,285.9678579,302.7130901,620,0.310172318,0.008337966,1799,558,15,0.310172318,0.301834352
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.85236111,28.50180556,243.5608194,260.7184707,3270,0.301194539,0.001706485,2344,706,4,0.301194539,0.299488055
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.83125,41.51541667,251.2970229,286.0522856,3820,0.299465241,0.000222816,4488,1344,1,0.299465241,0.299242424
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.73569444,28.15986111,311.3725238,327.089904,4950,0.296911422,0,3432,1019,0,0.296911422,0.296911422
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.89458333,28.35180556,302.2994137,321.4872118,850,0.296620047,0.000582751,3432,1018,2,0.296620047,0.296037296
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8918056,34.89152778,241.5110016,258.0840367,2390,0.295681063,0,2408,712,0,0.295681063,0.295681063
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.71402778,28.14736111,319.9093645,332.8627089,1890,0.291943522,0,2408,703,0,0.291943522,0.291943522
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.37597222,28.05902778,234.0260149,263.8475066,330,0.295221843,0.003412969,2344,692,8,0.295221843,0.291808874
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.56347222,28.67652778,124.36577,340.0344056,310,0.296440244,0.005564879,11321,3356,63,0.504372405,0.290875364
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2801389,41.66736111,246.2826715,280.1123851,2450,0.291080844,0.000659051,4552,1325,3,0.291300527,0.290421793
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4956944,41.75291667,260.6561561,293.4243317,1090,0.285427807,0,4488,1281,0,0.285427807,0.285427807
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.91652778,28.90152778,244.4439038,260.4472339,3230,0.282423208,0.001279863,2344,662,3,0.282423208,0.281143345
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.10847222,28.65013889,245.9113124,262.5612705,1840,0.277730375,0.002133106,2344,651,5,0.277730375,0.27559727
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0670833,41.95736111,219.8250283,224.8536248,4670,0.269828291,0,1223,330,0,0.269828291,0.269828291
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.38791667,28.27236111,333.4244462,348.0002141,4160,0.262873754,0.001245847,2408,633,3,0.262873754,0.261627907
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.47625,28.76152778,5.906438971,315.5298253,100,0.27309512,0.014193227,16064,4387,228,0.516060757,0.258901892
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.19791667,28.73041667,9.762839541,269.4233757,880,0.294035577,0.038018835,8601,2529,327,1.062899663,0.256016742
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0220833,41.02847222,255.1797218,284.8771304,4860,0.253565062,0,4488,1138,0,0.253565062,0.253565062
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.87847222,28.78930556,80.55355349,300.6670255,380,0.26079709,0.01045613,13198,3442,138,0.518714957,0.250340961
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4884722,41.11236111,242.2406224,255.8631417,410,0.242320819,0.000853242,2344,568,2,0.242320819,0.241467577
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.13652778,28.31958333,249.515743,263.9072035,3870,0.244027304,0.002986348,2344,572,7,0.244027304,0.241040956
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8101389,34.62930556,257.7705915,284.72764,4400,0.229278075,0,4488,1029,0,0.229278075,0.229278075
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.11263889,28.96736111,10.39288303,286.3127716,720,0.245195226,0.017600647,14829,3636,261,0.61703419,0.227594578
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.59680556,28.95847222,237.9838418,248.8177156,4750,0.218856655,0.000426621,2344,513,1,0.218856655,0.218430034
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.9206944,34.37402778,250.1233808,275.1236925,500,0.215686275,0,4488,968,0,0.215686275,0.215686275
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.61819444,28.72458333,269.1721313,294.3221934,4530,0.220123023,0.01384007,4552,1002,63,0.220342707,0.206282953
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.13930556,28.55402778,346.0104029,359.129732,3120,0.205980066,0,2408,496,0,0.205980066,0.205980066
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3601389,41.83986111,196.1382086,250.7206035,80,0.222938144,0.017783505,3880,865,69,0.222938144,0.205154639
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.95763889,28.18597222,31.17193192,276.3824523,120,0.216424779,0.019823009,14125,3057,280,0.39539823,0.19660177
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.10736111,28.21402778,253.2369831,265.1032582,2600,0.197098976,0.003412969,2344,462,8,0.197098976,0.193686007
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6251389,34.90736111,249.3553749,260.7119379,2800,0.190614618,0,2408,459,0,0.190614618,0.190614618
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3309722,34.64375,254.0742244,265.3797651,3670,0.185153584,0,2344,434,0,0.185153584,0.185153584
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.90236111,28.96875,265.2141454,300.9486695,370,0.176916221,0,4488,794,0,0.176693405,0.176916221
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.97208333,28.21097222,189.6566325,247.9211652,500,0.184480601,0.009011264,3995,737,36,0.184480601,0.175469337
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.28791667,28.48486111,99.32469537,357.4605785,90,0.180042827,0.007280514,11675,2102,85,0.206509636,0.172762313
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.28375,28.77208333,14.72308897,297.8177086,180,0.167775214,0.007940817,14734,2472,117,0.416316004,0.159834397
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.87875,34.85347222,266.9459708,286.1840484,1600,0.162126538,0.003295255,4552,738,15,0.162346221,0.158831283
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7129167,41.66430556,267.9723484,287.0882465,3220,0.16168717,0.005492091,4552,736,25,0.161906854,0.156195079
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.97402778,28.51458333,154.8139164,358.6128133,2000,0.153392635,0.001241208,9668,1483,12,0.989656599,0.152151427
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.95152778,28.07319444,275.481556,275.6562089,1090,0.15,0,40,6,0,0.15,0.15
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.92097222,28.65569444,297.4146016,312.5727449,400,0.146853147,0.000777001,1287,189,1,0.146853147,0.146076146
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.74375,28.72458333,87.22168027,292.6801499,390,0.14767389,0.011971511,13198,1949,158,0.479466586,0.135702379
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5573611,34.65319444,228.3982858,234.5500993,40,0.110068259,0.002133106,2344,258,5,0.110068259,0.107935154
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.14875,34.89791667,268.1867471,280.9764514,4790,0.108065954,0.005793226,4488,485,26,0.108065954,0.102272727
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50791667,28.58986111,184.042033,247.9491114,170,0.11212976,0.009873061,4254,477,42,0.11212976,0.1022567
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.12625,28.79458333,314.0569735,318.7292509,4660,0.097610723,0,3432,335,0,0.097610723,0.097610723
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3804167,34.32152778,260.6403375,266.5066,1730,0.094709898,0,2344,222,0,0.094709898,0.094709898
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.88652778,28.46847222,162.3006027,322.283848,30,0.1005,0.0059,10000,1005,59,0.1007,0.0946
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1098611,34.02430556,137.3649256,358.849545,2960,0.094252648,0,10196,961,0,1.055708121,0.094252648
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4984722,41.41125,268.0974205,279.9632805,340,0.094251337,0,4488,423,0,0.09402852,0.094251337
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6284722,34.57319444,265.6426356,276.1688292,2400,0.08655536,0.000878735,4552,394,4,0.086775044,0.085676626
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.9454167,34.88958333,219.526188,221.0725337,2370,0.083401472,0,1223,102,0,0.083401472,0.083401472
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.09430556,28.56041667,333.065114,337.3962571,2620,0.082641196,0,2408,199,0,0.082641196,0.082641196
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8368056,41.72819444,272.5022989,276.1153054,2650,0.079754601,0,163,13,0,0.846625767,0.079754601
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.73430556,28.70125,260.8276996,265.7741127,4920,0.080631399,0.002986348,2344,189,7,0.080631399,0.077645051
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.74347222,28.71930556,343.3311337,349.2522487,830,0.077242525,0.000830565,2408,186,2,0.077242525,0.07641196
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44569444,28.26902778,352.956155,357.3821753,4370,0.068936877,0,2408,166,0,0.068936877,0.068936877
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.96930556,28.16847222,342.9352488,347.0362294,730,0.060215947,0,2408,145,0,0.060215947,0.060215947
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.91013889,28.23069444,245.8648026,249.0884126,1420,0.060153584,0,2344,141,0,0.060153584,0.060153584
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0670833,34.39541667,267.6610585,273.9205772,1860,0.053253119,0,4488,239,0,0.053253119,0.053253119
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.10263889,28.69986111,60.21947382,265.7391544,4450,0.053212756,0,10505,559,0,0.937077582,0.053212756
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2854167,41.77597222,38.74188872,264.7360139,4390,0.04772668,0,11503,549,0,0.974789185,0.04772668
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0304167,41.58319444,109.357238,355.7497592,1580,0.042954603,0,11873,510,0,1.02914175,0.042954603
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5845833,34.41902778,44.89876309,265.6302869,3760,0.042777059,0,11595,496,0,0.93643812,0.042777059
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6304167,34.33569444,254.2343381,256.7415157,300,0.042235495,0,2344,99,0,0.042235495,0.042235495
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7920833,41.39236111,273.9520248,278.8494144,0,0.123966942,0.082644628,242,30,20,0.074380165,0.041322314
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.9068056,41.55652778,268.1604163,272.9502819,3800,0.040552585,0,4488,182,0,0.040552585,0.040552585
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5095833,41.37736111,196.5605976,201.0734294,70,0.070469799,0.033557047,596,42,20,0.070469799,0.036912752
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.84625,34.82791667,183.3622401,188.5181189,50,0.26171875,0.2265625,256,67,58,0.51953125,0.03515625
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.94625,34.19986111,214.4533768,215.2138159,4370,0.034341783,0,1223,42,0,0.034341783,0.034341783
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.9065278,41.90097222,64.23535183,263.8018562,3290,0.034259612,9.52E-05,10508,360,1,0.910829844,0.034164446
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43041667,28.08152778,314.8427668,324.9406529,70,0.031177156,0.000291375,3432,107,1,0.031177156,0.030885781
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0573611,34.70208333,258.7325452,317.8934581,0,0.028138528,0.001082251,5544,156,6,0.028318903,0.027056277
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5329167,34.67097222,131.8457308,354.2882025,770,0.026637931,0,11600,309,0,0.941551724,0.026637931
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2165278,34.26569444,253.6526538,255.1873227,3350,0.026450512,0,2344,62,0,0.026450512,0.026450512
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1256944,34.12347222,148.8608055,349.1022041,2080,0.026425856,0,10520,278,0,0.91730038,0.026425856
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7731944,41.55180556,111.1508468,354.0321221,4800,0.025829641,0,11963,309,0,1.003761598,0.025829641
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.96347222,28.14791667,129.1431526,349.6209139,4230,0.024303136,0,11480,279,0,0.950958188,0.024303136
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.02513889,28.31930556,148.1305575,359.070309,2650,0.023761282,0,10858,258,0,0.927703076,0.023761282
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43263889,28.60847222,273.246141,288.0805657,690,0.050769231,0.029230769,650,33,19,0.876923077,0.021538462
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.63319444,28.12930556,353.7883787,355.2200856,2730,0.021179402,0,2408,51,0,0.021179402,0.021179402
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6098611,34.63541667,32.45849795,260.2866482,3610,0.018962681,0,11549,219,0,0.971426097,0.018962681
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0526389,41.03513889,107.7393494,347.5395766,3960,0.017824573,0,12062,215,0,0.992787266,0.017824573
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0695833,41.69263889,56.8230766,256.5183258,830,0.014243662,0,10531,150,0,0.909410312,0.014243662
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1104167,34.04875,271.7161529,301.5244805,1060,0.014247551,0.000445236,2246,32,1,0.574354408,0.013802315
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.05097222,28.70930556,24.51132555,260.1712928,3190,0.014084507,0.000500042,11999,169,6,0.970580882,0.013584465
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4629167,34.84319444,63.56976319,252.2557222,4850,0.012929796,0,10441,135,0,0.866870989,0.012929796
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3073611,34.39541667,240.8461841,241.3908669,1000,0.012809564,0,2342,30,0,0.012809564,0.012809564
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.67375,28.19319444,173.9110405,353.045905,2090,0.012575687,0.000186306,10735,135,2,0.775966465,0.012389381
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6995833,41.08513889,146.4309993,350.989674,4950,0.011244378,0,10672,120,0,0.922601199,0.011244378
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.54791667,28.57236111,276.3316553,286.1166873,2450,0.012567325,0.001795332,557,7,1,0.710951526,0.010771993
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6840278,34.44958333,271.2307328,319.2567217,2880,0.010442679,0.000227015,4405,46,1,0.544835414,0.010215664
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3668056,41.34402778,277.1057239,284.0544166,420,0.009363296,0,534,5,0,0.539325843,0.009363296
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6576389,41.60986111,272.671641,305.4964718,5000,0.009310987,0,2148,20,0,0.66433892,0.009310987
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.37986111,28.87375,74.04144772,358.9527875,40,0.018666492,0.009562484,15268,285,146,0.097458737,0.009104008
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2356944,34.55458333,47.66726507,253.6683859,3410,0.009097874,0,10442,95,0,0.965619613,0.009097874
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.66763889,28.38180556,63.2317796,355.1310585,230,0.026752523,0.017724376,15064,403,267,0.276619756,0.009028147
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.71180556,28.78986111,53.35382937,316.2845591,60,0.014732707,0.006314017,14254,210,90,0.173495159,0.008418689
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7118056,41.55430556,121.4810834,340.2710293,1730,0.007775225,0,11318,88,0,0.968457325,0.007775225
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.50125,41.63958333,81.3389466,247.5096335,2510,0.00820701,0.000482765,10357,85,5,0.790576422,0.007724244
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.26847222,28.55875,271.6783554,356.976267,480,0.021625313,0.014113362,4393,95,62,0.726838152,0.007511951
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.96625,28.62902778,66.48661783,269.5065236,270,0.024244617,0.016916953,11054,268,187,0.54260901,0.007327664
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.90791667,28.09347222,159.8412235,334.8478628,580,0.015834467,0.008548669,10294,163,88,0.523411696,0.007285798
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.26569444,28.42486111,113.1384514,357.258645,3440,0.007041114,0.000242797,12356,87,3,0.979685983,0.006798317
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2218056,34.71319444,278.1303675,288.1028962,4580,0.006622517,0,453,3,0,0.856512141,0.006622517
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.71958333,28.88958333,135.5674147,353.2759591,4150,0.006350667,0,10865,69,0,0.983433042,0.006350667
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1651389,34.22625,162.8697803,359.1259282,4860,0.006205036,0,11120,69,0,0.847841727,0.006205036
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57180556,28.73375,2.290779028,246.5096388,3360,0.006167329,0,12323,76,0,0.975330682,0.006167329
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.12847222,28.81902778,85.57794783,244.7310392,150,0.018050193,0.012162162,10360,187,126,0.326061776,0.005888031
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7204167,34.68791667,65.36518448,357.8300197,10,0.067634119,0.062183991,15229,1030,947,0.528925077,0.005450128
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.13680556,28.92375,77.00912952,245.5654518,1870,0.007580846,0.002303042,10421,79,24,0.771902888,0.005277804
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.11152778,28.36986111,246.1272782,359.524579,520,0.024728589,0.019451146,6632,164,129,0.588661037,0.005277443
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.77208333,28.76819444,65.6493126,218.5168811,80,0.017258546,0.012280119,9039,156,111,0.328465538,0.004978427
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0431944,34.55569444,280.1349876,287.67242,4950,0.004950495,0,404,2,0,0.74009901,0.004950495
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4326389,41.59402778,156.5159484,342.9466923,2500,0.004947669,0,10510,52,0,0.859276879,0.004947669
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1759722,34.09652778,40.99853684,263.1429919,2690,0.004936412,0,11952,59,0,0.921268407,0.004936412
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.53597222,28.93236111,278.1526984,293.2972418,210,0.072551391,0.067714631,827,60,56,0.252720677,0.004836759
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8095833,41.45375,171.2055702,338.1556047,2550,0.004700691,0,10424,49,0,0.792018419,0.004700691
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.73375,28.71513889,160.9150332,340.946497,4550,0.004700691,0,10424,49,0,0.844301612,0.004700691
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1370833,34.63180556,278.3342403,288.7218643,520,0.004694836,0,852,4,0,0.498826291,0.004694836
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.37375,34.59736111,82.97194209,254.0737939,4210,0.00529651,0.000662064,10573,56,7,0.795895205,0.004634446
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5523611,41.67319444,26.56200551,260.870815,3400,0.004626952,0,12103,56,0,0.954969842,0.004626952
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.14791667,28.57763889,81.68232762,249.331183,2230,0.005405405,0.000868726,10360,56,9,0.776930502,0.00453668
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.59569444,28.89708333,166.4503657,337.7208036,1050,0.004796623,0.000287797,10424,50,3,0.791634689,0.004508826
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.96375,34.03680556,121.6650137,345.1771661,2490,0.004495936,0,11566,52,0,0.964897112,0.004495936
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3226389,34.18875,60.01220779,252.4710955,3510,0.004445285,0,10573,47,0,0.881206848,0.004445285
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1854167,41.75097222,64.18408664,252.5876806,4960,0.004512551,9.40E-05,10637,48,1,0.857572624,0.004418539
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0954167,41.66847222,104.4280165,345.9501282,720,0.004393965,0,12062,53,0,0.991129166,0.004393965
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5981944,41.36930556,20.72506631,255.6870412,1860,0.004180602,0,11960,50,0,0.977591973,0.004180602
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6359722,41.78486111,169.4700209,334.1406692,2710,0.004125096,0,10424,43,0,0.781753645,0.004125096
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1309722,34.09013889,273.233789,344.1193141,3790,0.004317201,0.000227221,4401,19,1,0.833674165,0.00408998
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4118056,34.58569444,107.9742345,342.2412331,2910,0.00397944,0,12062,48,0,0.967086719,0.00397944
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1440278,41.49180556,167.2612443,333.3176401,610,0.00440088,0.0005001,9998,44,5,0.813562713,0.00390078
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.46902778,28.68347222,280.5087364,288.7413282,3880,0.003740648,0,802,3,0,0.42394015,0.003740648
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7304167,41.11875,148.7825378,343.7626767,170,0.01011916,0.006430868,10574,107,68,0.856629469,0.003688292
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.61569444,28.88652778,75.03968272,252.9906302,630,0.018144214,0.014477766,10637,193,154,0.570837642,0.003666447
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5154167,34.06763889,17.94774042,247.3664448,4760,0.003278413,0,11896,39,0,0.955110962,0.003278413
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8043056,34.03930556,98.48819136,334.7014551,5000,0.003202233,0,12179,39,0,0.96888086,0.003202233
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.89625,34.33680556,0.232630108,248.7002721,4570,0.003279213,8.00E-05,12503,41,1,0.980884588,0.003199232
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.86402778,28.27986111,70.40543037,260.8629236,490,0.012385919,0.009219594,10738,133,99,0.530452598,0.003166325
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.49013889,28.13597222,156.6597508,328.9826159,940,0.00540108,0.00230046,9998,54,23,0.75785157,0.00310062
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3254167,34.23208333,62.86968668,344.4023774,90,0.037301264,0.034243783,14718,549,504,0.79942927,0.003057481
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.87430556,28.82875,277.1726923,309.2394318,1100,0.004028197,0.001007049,1986,8,2,0.740181269,0.003021148
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.32652778,28.67402778,277.359652,304.9244188,1920,0.003021148,0,1986,6,0,0.613796576,0.003021148
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.59652778,28.90708333,45.34354355,209.5027075,980,0.013165173,0.010178117,9039,119,92,0.726075893,0.002987056
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1976389,41.79680556,116.9098602,329.5728947,4130,0.002631101,0,11022,29,0,0.968971149,0.002631101
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3931944,34.37125,275.1504732,331.3423029,4700,0.002532811,0,4343,11,0,0.694220585,0.002532811
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.93541667,28.72847222,74.75346239,312.6197262,1670,0.016445866,0.014009441,13134,216,184,0.800670017,0.002436425
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8809722,34.47569444,134.9146023,328.0558492,1830,0.00235209,0,11054,26,0,0.866473675,0.00235209
